dwTM4tzJKG5MOSZN0WPuUNZC7DTJlsEsFaiF9YNGPvMnt7z2WB0D4E6RtuNaiQFqv3DYTRk,20
HVOrAH7ew3X6MzeKgqaD0Zuvy3k2nIaHti95qphMJxO_BzuItwYAGQ30,108
s58aCbAi5jz,56
O4jQAmgRGwbS9mlHua4eTDc39Kg7jx4LqJ2Eo,90
AypBGxzEPqtHnAbg_glXFDJTipRS_g7y4LQqiOUoLuD0ZG0IK1CKhORpsSeu9pVEGkbjLZ1uVkhQ9Sl2deDUCC5YorQs,100
QGBoi_HKVodS,60
yk3NG19Dt8jwHWkcFSU7ehQAO,43
qfXU1ZDSBUJVkQB0aIm2hEfqtcQhI_SrZD7SME3bf3ocKVMbHuU,26
m7fGZLgOLgLcVi91AHLBVCC8yngInTMuy_XvPIlEOnWIlc11NEikpkMbqV6IwPDhFwV48LDHTTAh0OJh8Q4_,37
o7Ku9icgWmwYUi7QF638XvfHn3ExhgMJ3rfgCttV427IZvb,10
FKVmA5QadztEESVN75MPHUopXQO7IeN4Igc9cTl12n_TPZirbWON_pAJl7Hu_OqlKTbIKjcn0,7
jo9NkRHOl1pcencNho8Jmby2zoEpOkqXVy3TvdLM0ShhkUWrz7,116
w0kTAWpu3C897xocXHTvuDrqYT29uPMd5NYrninGhD7ohLnIBDI1jn_Ex13Ec,79
JXozX4EA__XpWPggEryggpRnjLx3jwHV8SeNQlbYL7ojLLetgiH3k6c97P8sUgRV,0
