LwiuGr5Yxbbek5gzHlJpTyFtyOlGUqd_1bgFx73sTx4nE9tgn_dxI5nupPRaZ6rbNQ0T7bGGklr,87
hFV2hk27g6ntDzZTx6PouYScE5,50
mJAmvRfyUVn4cmcn0Kn1QfuBdXClOVJkQoOgmiQ9FMS_l7aIEUk,40
wcLnXXB2si7V2YoMwUIjUDWf,63
zASbMxhqCMf6G214VfGH1GRGEbuxi_KUflCr2fFzOzV_GB8mG43EJoLiAQfnxPA,93
JtudL9t6yD,82
fxmJVOJexeWNum9LP7AOWDwqAQ_PB2w28Kc5RfQ5366WkMf9w1OerxKk9p,45
DKN57NquVLfboV4KsjtDXe5yqJwzc8lZ6fVUAi_CGlW88YHrMhJE9iyURztoCQQOU4,58
3LOPgzstubYr2614b6jxYQsSFdaqQetiUnshYmDdqCSnbWdxyc,29
bg1R1aVL9dG2jR_5oHBsdBMwFLqsC6,81
w3KHnrId1BwULQJMeKHJ7,47
D07TzLlFkn5vjxcFXaZgxpOm68sxJqhdxU_mu3vutufn7iSyOsCMtN2DTsu3JmEk10WDPwPKi7pNSajwQGL,43
H82SwvfoAQozRcwwYkHD9hIZXARcuz7sYrEnXmUnHfT80h7Y9J5T40_bq9pOIF9L6vCuzndtv5NZ_,41
2ekSko7x72rf559nHL7ena0Hyo6ljf58gVeTu7iCc22uiSuQLZsKvxIaQLH1QYO9oYyNI_Tf3F6NJAAoYi2gLyqj0Bjbw,93
ab2gRDErRqQZKia3YIAf7fiDSdVo2hYXgzyKoDkzmOcfn5779hME4Cs5rNp8hx8xRa8HZsJCwXWrwjFyayzSi7f63wzRVJa,4
u8xuxCCWy_OmMW77kY3fd5hUia3icu1WIw5N14jnD9VEAQH2607SmlXGHI9IWFPvd2TA3X5k,68
fkLwFlsVmGFH4zyAiR3WErzABPrin0FwPTdJMjvlOn4dYcvAZONiVDyVBoH0wyooy09eeoStz9YvXWt,68
E4Y13u3PLJSb4fbmzP_r2uEgVYcvfYxAHpIsr71NwPB4naoF2KrW0Ay,64
wOOBlcucPfKtAGLwQ621g0CEg,101
P4Otx2UjCUw4KbYFWMydhL2h15GvCy6Dty5Ava9kYZgkekULDYGArrisDWg3Kh_76xRgFnpiv,82
n_1z8KEPoNSLM7GqVv6Rv4i,75
7ZXs3HUh09k_zW2s6C3kTpLLREseqa,38
vvDj35VKrxUUD_uQCgxKGyIHSpgRtf72v,65
Rf5_hbZrmIHZwkkCkcgARmo,12
IKSfNpGnViMmcX1N1uGm0qA3Y29SDtMy_m,3
yduFKlu7c,40
3kkgu39W_EHTyW5qy7,89
6yooaSjf1IkrcDRJWrE7EX2jija0REMb6EWsEgiAXPuZPAxIuDKkfJlc9xTCWKWRBKrTHdJaqGZID9mxoQpM7Zjl,75
9kqZ0gaQG25M_0OqZDVr6Xvx7UpPsDV,50
yWt8HMnw3HoTjONk7HI7RvZxnq6x0vHmja,36
SWvUpWEfusz8J6ayZLI1sBn_sN_HQ9ZwSGzLNjlz,72
FAYPc5rIP1bxdmSC_6KtpX,61
74rDaMMh43X3Xh2SwQpfOFF,73
gMg8psDNGxVFyG16hr4cdof5fsgEemYwoDtBYbyHVFDnaGrU5loOi7adgmlaAcACgT,47
ta_PboCW3xCdSXh25fIuu8mNGHAbKYdCdYaYKeItRt5vYsK20iX4YwgVHvk7a_TA9PB,40
P1rJH9wAfQj,104
Wr4JynejDhSxI8DROtOW7lm5Sk,48
4XGlGZl4jra4_FlLoYhyK3oY1zPgthIdGg9wnYEUP2kevVJHE2Nc4PzrnKeulYErqgjC4qt0uC,48
i0QlZepDcKFkDVxJdYZFLIxyE3jb4TrUEci6cnR7jSu4R_KfKD0UU4Fhfu7mW8EsH2oCgivRqGY_mEXibmiH5fDsCBBzxt8r,23
u3TzyOCtXT82M8IU0LcMruz6zHB_pehdZtgLKvFoZD6XwbJgVDUtO8VEumt69z79wUH1W05BTsuqLAkUnnE,113
ThRYhPyBOZJdsATlpGSYK7Oj4kYIX_jnRxKOjLr_NFJTgQsBH7VaST5gl4T_u6IHaHyVI7Evh8olALJO,114
wHSIm2oeCUXzsG1yh09I9bDnGPFHbbAVm_MYyCRP9SH97h3dp4LaAncZ8eQBOoho2cF9A53wODppJx5mSH6fMDSWxDIpCVj5f,60
FOlQuOAYwFZkzyQGMspX2HvkIWMhzO6HbRK8UooEFS58EDz_vCNGQ302BqXfweUa_bksPc2UeaZLtBRIXjhC7Q6b7M,40
AUa_Jt9gCl9GNwu9da5roWhIF,15
ODXYpePMSoN4Tinrw_sRk172dp6yJc7HZOiDzcA3njpJPP2oOmIfQLsYiiL4tVdOz1nYlyhD3tFAIIC5P6yuX4c,3
7ek,38
xLlCkRH1RGJY7nzYuByDrTZTw5h54Puv_64Ju49AWhNRFwyKmynodIeIcUPJ4bbOEdCOoiHHd2H,65
O2dk9xUjcZ3LPWzSm95yC45ApdATNFMBJvEoHIZicM9rrFLC,68
5M7HUX4kv_VTH2gJeIxvR5dF9v4M1HA5ITWn9jYk4c4jLti38HAMNemhq53L4q0qn6ua9pijhb3LgMEWT__ERztORes,52
iU1Og9Lv7,111
PMeoDxBY9x4AzlGStawsj6Iy,24
gWmTAt53q4TZ1doUXKbj2Af9gwP32gltyON,15
LPA8m3DBtpwxemIqfdU6XwrRf7DO7hLTB6IuqllWch118EQWyp,52
SGvBEIYrFE3b4cVHscDpLQBUDirUzyw8sW6aQzelFqKFdAFMWNOgBA4fsu_oCVs229e05TRmr0Gt5X3kViREvMG,74
