ZYdm7iPuw7wMtQr3_BlQgCM9WwAEyaIPggnWf0dvawRwy87WrlV8R3p_ZSEZkXuEeST6pZ5jg4lV4VMdxv,34
r2U,68
ETTmi1aedh_gfCRvIEYe6GfcwbxJGZrovXPSH3zpzsdYglWfb0xo_C4ivkcwYIwPyWms4Z_VlITemh4uY,111
6joYQuV2ZSv17kKNDnaWipCu2YFXrmN6w,7
x2quQWKUFYge2S7uX0v6k0Q9vIMUbOxLdbwzBX6o4oDbDBWKSrCf98gJSl5wdNZWbM8VTDyozUz2JFUVKAayc1d,116
U2SRaFgzZqoJFEChmiLXLw4wVhUVmqpbGiVutuD_ZGLrwkI,97
nHoauwyVixipuoZhLfu72eWEnD3obY5zl991X8kBlHsP,8
bRfvTL483qbiOYOZ,10
B8cTKsBAH74cK5xJeHNWH9rBKV0sL5WAUqfcnWUB2_svirDnFkkgnIcf,49
qqQk3o9uWhrytRrDuGwOcnxHSeVGfJxG9MFcB_pHkuMeRASP61ihfbfaT2jzmYcX7L4AkvDBB6bb4O4rnTQXT4J,106
GjoDIFZb1oaoCqWpaMA8Cko0_T2qVKTvAPYiaKKQgVK4wxCyAblKR2,76
0eOzwm1SDdjZMKbmnAo0GM7dO38Q6OH8eM4SpQqwGBTYP6zBy1CJf2KOnW1DQr,54
pYzKDb0RRsBd35mNLE6J9qjNzfShf9dNF,85
tETjbLwR9EUEzClFWA852SQabEP90R2GI358C35yhiIToMcT2lFAu0hM6,59
Az48NI5djT3FuRsME4xlzOm3QLRzFlSRo6ga87z9anG3oFRLbk9bDSGuBL1J3ar_rPAAkHnnHqVOPrUIutsqoKyMEH,94
fpBop2JF2Yl91kparCNkLaRkcte_AGACOa4Fyq89o6,78
sMMefHJXop2ywLYw7JeOWdAD4fog_BtbILhrF4UjpN5ztPyQcJjT4vc_y6OTc2ejbp8V8JVvsqkxbJS2j3AgfB_I4KlvJxfl,52
ZkTmHeubEycjs1_A_OEHlYvPXGZZyNvhJ1caC4m0tZ6dUf,2
YzVH0yusX1NegayMOL3bOHKTmcReCx0e1kx,18
PhLnnxemoFUFRh0HpsPm8,89
kMUv4Ozzsla0w65yCcEUex03ufA2FoScllJcGyDSA43CbIwVR_54np9tmnr,44
tI7C0d7iMQlSZ6_qEIPi_9VUYqcw2KV28WmMO61sOcOV3vA5594nPQYziVgEY1yggF7WNsoeqbpOljj7Yn2U8JaV5TDp_RHmmPW,69
aVis5BrJLfzNvicH88U0ercSfq8Yk70EFA0H,36
1ebccOnJ6KDQd7W3JM5kkUelvAVvMt1Q0qiK_RwGyXRxATI5unnL,20
7lyTNAor4XsLnoFejeBADp4VULHMpH5RJft_lXF,114
AzRjuAOSKBVBX3cv72SR1sgnItK6,84
3Cg54CYuRHyoG7NPTCtnTUAwNu6FYYCUZgsoHZ1L4YOEeaJTVS52VDKNggVd8zoEhmK7Np8imyfqEDdXIzdV4uMbOIvreCL,14
vquQYJeBf0Xal_LoF8EPtp8V4nMW1kYxIDaZ3OLf5LkYLKZ2ciCwybvRpIIUM5g8xaPyQ4O21_o8,12
snbY9zZu5gGdVPD9,42
Y2_XqOzDXkA8fGde16ZbvgZSkOyJ4pJwFAQho,65
IpKBCbHi,58
ArfDT8KZ550bLDY_tcge,50
pINIhtDh1H81OZdZvSU9PMFI9qZWwdIQMRlpH91R,20
TsuKZeHgmwpfOcoqx72yoeoeSfBwtk23j2pyp9z1nbr0HgvmL_7PWEFjyLgteg3V,77
YOf3MN,114
7rn2yS,28
E8JBGdVmXO0PjbyoDv3Qd2480Ux6mWA,56
GUHWJYL9_QvDIpAcgof5Wk5l,14
ua1MwHNc47bw9wOZKZdNsFKJPoK6sftzyQGKOnLXW9OTmhKa_8NfHEyQzcLcS4BvIHyNXNRMnmGUKzTIUFGmib6d0VLK,8
VYlmZQcRBpcpfRlV5Eq1LtPfsffI5AG5VjNz7qAhf2onUSgC69TAo9ky9VObhcG7BL,115
QDTDy5nAkdkw3x,80
tBv,85
LfNqPRJ2e4tbYonQq1ktMMORrmUyPGWbK_CXdgv6IbY2nfm1X3UraQmEAI,42
xMcApmfALyJjlYWGknlgXa_wj,85
v2iT6vvTakUasu6XMyH2NqBZJeJLliRLBNY0DBOtTRZGpjkRb3P31FhAusgiYxv,36
W_GtSLnp6Xz3rBSCGNyBQXiudlVDIB26T3YVwdMrrgEiXSxSFTUPRIpiv1GRM2Mv7nrB1CM_sVHeEDmtcl,64
zfXHAubtxNgF0my3OQuMKPt2JGCIBhGme3YxeA05bUmM3FwQ_bmWv5f0LBPLOD1mhp3ylJSAcC,37
TW1GkG64PiN,8
GyOPcevIlvrhjNrQ8SRnESjA1inyN8evffPMDmpxLRJW4BeP_iBqY8g8F,51
